id_user,id_rental,id_vehicle,rating,sum_day_of_rental,total_pay
7664,119,MTR0037,5,4,800000
6846,61,MBL0024,5,2,700000
4773,3,MBL0029,5,4,1400000
9606,85,MBL0036,4,4,2400000
2752,116,MBL0025,4,2,1300000
13564,61,MBL0017,5,3,1350000
7823,115,MTR002,5,2,220000
113,80,MTR0023,5,4,640000
10214,11,MBL009,5,4,2000000
12090,86,MBL0039,4,2,2900000
471,62,MTR0029,5,2,300000
9851,63,MBL0031,4,3,1950000
8129,39,MBL0039,5,2,2500000
4188,61,MBL0041,5,3,1200000
5376,96,MTR0024,4,3,360000
9361,116,MTR0037,5,4,640000
4079,13,MBL0027,5,2,1200000
6811,70,MBL0029,4,4,2000000
8961,41,MBL0021,5,2,1100000
5486,74,MBL0041,5,3,750000
10660,10,MTR0013,5,3,720000
4477,4,MTR006,4,3,360000
6480,8,MTR0034,5,3,390000
11533,88,MBL0020,5,2,600000
11626,72,MBL0041,5,3,900000
7914,88,MBL0011,5,2,600000
13354,33,MBL009,5,4,1400000
4067,58,MBL0017,5,3,1800000
1552,76,MBL0036,5,4,2800000
2351,76,MBL0025,5,2,1600000
661,17,MBL0012,5,4,1000000
7907,44,MTR007,5,2,180000
6947,53,MTR009,5,4,360000
2547,111,MTR003,4,3,390000
5949,55,MBL0013,5,2,600000
1336,116,MBL001,5,4,2400000
8857,1,MTR0037,5,4,680000
9086,105,MBL0030,5,4,2000000
3020,30,MBL0035,4,3,2400000
4848,103,MTR0029,4,2,360000
10514,60,MBL0030,5,4,2000000
4203,17,MBL0027,5,2,800000
11253,115,MTR004,4,3,300000
5219,42,MBL007,5,2,1200000
4536,104,MBL0030,5,4,1800000
8516,101,MBL0033,4,2,1400000
3648,52,MTR0010,5,4,1040000
9890,13,MBL0041,5,3,1200000
4036,81,MTR0036,5,2,260000
11882,106,MTR0037,4,4,800000
11916,83,MBL005,5,3,1800000
3562,12,MBL0040,5,2,600000
588,109,MTR002,4,2,200000
1536,19,MBL0042,4,4,1000000
12993,115,MTR0031,5,3,240000
3723,50,MTR0014,4,4,880000
4949,120,MTR0038,4,4,760000
12012,86,MBL0023,5,2,1000000
2311,73,MBL003,4,3,1500000
12768,61,MBL0028,4,2,700000
2376,95,MTR0027,4,3,330000
426,78,MTR0035,5,3,300000
6608,33,MBL003,4,3,1050000
1732,118,MBL009,5,4,2400000
12334,102,MTR0029,4,2,260000
4462,118,MTR0036,5,2,240000
969,74,MBL0028,4,2,700000
5260,112,MTR0014,4,4,840000
10547,49,MTR0036,4,2,180000
7793,104,MBL004,4,3,1800000
6448,19,MBL0014,4,2,700000
10753,10,MTR0017,5,3,330000
8422,40,MBL0038,5,3,2850000
616,59,MBL0041,5,3,750000
9809,101,MBL0029,4,4,1600000
6658,46,MTR0013,5,3,750000
11445,74,MBL0023,5,2,1000000
12954,30,MBL0027,5,2,1300000
9951,67,MBL0031,3,3,2400000
3170,40,MBL0042,4,4,1600000
2075,84,MBL006,5,4,1600000
3735,113,MBL001,5,4,1600000
10705,12,MBL0024,5,2,1200000
13795,107,MTR0029,4,2,240000
1168,1,MTR0012,4,2,580000
11181,35,MBL0033,4,2,1300000
9144,61,MBL0022,5,4,2200000
7592,111,MTR001,4,3,300000
13815,118,MBL0019,5,2,700000
1834,63,MBL0039,4,2,1500000
12979,46,MTR0019,5,4,440000
2792,42,MBL0032,4,4,3200000
10970,119,MTR002,5,2,300000
6518,64,MBL005,5,3,1200000
3790,62,MTR0029,4,2,300000
8416,40,MBL0033,5,2,1200000
8644,1,MTR0018,5,3,300000
10375,55,MBL0042,5,4,1000000
10185,19,MBL0023,5,2,900000
502,37,MBL0037,5,3,2100000
12786,84,MBL0012,5,4,1400000
13028,63,MBL0028,5,2,600000
13307,36,MBL0022,5,4,1400000
6970,87,MBL0017,5,3,900000
3,6,MTR0023,5,4,400000
12598,48,MTR0015,5,3,720000
11547,103,MTR008,4,4,320000
1124,7,MBL0029,5,4,1600000
10715,7,MBL0012,5,4,1000000
10411,54,MTR0027,5,3,390000
5034,24,MBL0030,5,4,1600000
1235,104,MBL0018,5,3,1500000
10429,71,MBL0033,5,2,800000
6705,105,MBL0026,5,2,1400000
7735,82,MBL009,5,4,2400000
12076,27,MBL003,5,3,1350000
10825,31,MBL0032,5,4,2000000
7870,70,MBL0042,5,4,1400000
5364,79,MTR0015,3,3,690000
3208,39,MBL0026,4,2,1300000
3410,82,MBL0035,4,3,3150000
2744,90,MTR0028,4,2,300000
1351,66,MBL0023,4,2,900000
6575,46,MTR007,5,2,200000
6055,58,MBL0017,5,3,1800000
12731,95,MTR0024,5,3,480000
7008,94,MTR0019,5,4,440000
5056,61,MBL009,4,4,1400000
3563,77,MBL0034,4,2,1200000
11236,64,MBL0027,4,2,1400000
77,61,MBL0029,5,4,1600000
4853,97,MBL0021,5,2,1000000
3561,114,MBL0022,4,4,2000000
11534,9,MTR0036,5,2,220000
9808,79,MTR0022,5,4,560000
6428,39,MBL0034,5,2,1800000
11762,109,MTR0032,4,2,200000
6371,72,MBL0031,5,3,1800000
9538,59,MBL0042,5,4,1400000
9741,119,MTR005,4,3,270000
2421,8,MTR0015,5,3,690000
4630,104,MBL0042,5,4,1600000
6788,37,MBL0011,5,2,500000
4393,83,MBL0036,5,4,4600000
11467,101,MBL0029,5,4,1600000
8643,100,MBL0018,4,3,1800000
1773,120,MBL0022,5,4,1200000
5274,45,MTR0011,5,4,1080000
4988,60,MBL005,4,3,900000
13279,107,MTR0037,5,4,800000
11044,94,MTR0030,5,3,480000
1495,41,MBL0013,5,2,700000
6190,105,MBL0013,4,2,700000
13433,67,MBL001,5,4,1200000
10055,9,MTR0031,4,3,270000
435,104,MBL0038,5,3,3750000
5716,71,MBL0017,4,3,900000
3695,52,MTR0016,4,4,520000
6096,68,MBL0034,5,2,1400000
8560,47,MTR005,5,3,300000
1828,113,MBL0025,4,2,1600000
7791,34,MBL0019,4,2,800000
11692,106,MTR0030,4,3,510000
1476,17,MBL001,5,4,1600000
3852,90,MTR0019,5,4,360000
11263,106,MTR0017,4,3,240000
9143,13,MBL0042,5,4,1600000
4427,46,MTR0032,5,2,180000
1794,32,MTR0032,4,2,200000
13371,47,MTR0039,5,1,160000
11502,109,MTR0023,4,4,560000
8017,95,MTR0034,4,3,300000
7392,112,MTR009,5,4,400000
1344,118,MBL003,5,3,900000
9090,74,MBL0018,4,3,900000
8486,113,MTR005,5,3,270000
11520,2,MBL0012,5,4,1600000
11058,47,MTR0030,5,3,480000
7351,114,MTR0028,4,2,240000
7584,13,MBL0032,5,4,3000000
8301,60,MBL006,5,4,2200000
9536,31,MBL0013,5,2,700000
914,95,MTR009,5,4,400000
169,88,MBL0028,5,2,1000000
5264,69,MBL002,4,3,1800000
8845,31,MBL001,5,4,2000000
7484,96,MTR005,4,3,270000
8927,10,MTR0016,5,4,480000
9982,41,MBL0028,5,2,1100000
7811,28,MBL0018,4,3,1200000
8781,37,MBL0010,4,2,700000
7847,102,MTR0025,5,4,520000
12210,88,MBL0036,5,4,4000000
7404,96,MTR0015,4,3,720000
10677,103,MTR0032,5,2,160000
4298,113,MTR0034,5,3,360000
5685,25,MBL0042,5,4,1400000
8925,12,MBL0037,5,3,2100000
10077,17,MBL0017,5,3,1350000
7117,120,MTR0014,5,4,960000
13467,117,MBL0030,3,4,2400000
5245,29,MBL001,5,4,2400000
11402,96,MTR0037,5,4,680000
1117,113,MBL0022,5,4,1400000
8308,24,MBL0022,4,4,1200000
7144,89,MBL009,4,4,1400000
7792,70,MBL008,5,3,1500000
4776,120,MTR0010,5,4,1200000
8281,95,MTR009,5,4,400000
7927,117,MTR0025,4,4,600000
8637,46,MTR0013,5,3,750000
13547,118,MBL0016,5,3,1200000
3804,20,MBL0019,4,2,600000
11345,80,MTR009,5,4,360000
5779,40,MBL0017,5,3,1050000
6916,54,MTR0013,4,3,600000
5396,65,MBL0027,5,2,1400000
2874,48,MTR0011,4,4,1160000
3154,46,MTR002,4,2,220000
3576,36,MBL0017,5,3,1350000
1141,107,MTR0030,5,3,540000
4962,88,MBL0022,5,4,2000000
13227,115,MBL008,4,3,1650000
2311,94,MTR0030,4,3,480000
7644,62,MTR0032,5,2,180000
9004,114,MTR0022,2,4,520000
8470,110,MTR0014,5,4,920000
10842,54,MTR0038,5,4,720000
4231,113,MBL009,5,4,1400000
6917,19,MBL009,5,4,1800000
7081,93,MBL003,5,3,1650000
4385,76,MBL0031,5,3,2400000
7263,119,MBL0038,5,3,2250000
11894,105,MBL0020,5,2,600000
10656,24,MBL0026,5,2,1200000
2337,14,MBL004,5,3,1050000
9531,28,MBL0012,4,4,1000000
6987,118,MTR0011,5,4,1080000
8246,77,MBL0023,4,2,800000
2047,83,MBL007,4,2,900000
3378,12,MBL007,4,2,1200000
7015,45,MTR0026,4,3,450000
8484,88,MBL0039,5,2,2600000
5414,114,MTR0028,4,2,240000
12556,111,MTR001,5,3,300000
4970,55,MBL001,4,4,1400000
2515,120,MBL0033,5,2,800000
9661,2,MBL003,5,3,1500000
2243,25,MBL005,4,3,1650000
2031,8,MTR0019,4,4,400000
6156,30,MBL0032,5,4,2800000
3117,4,MTR0010,4,4,1120000
10532,72,MBL004,5,3,900000
3623,111,MTR0036,4,2,240000
8324,61,MBL0034,5,2,2300000
3707,44,MTR0011,5,4,1080000
5909,106,MTR0029,5,2,360000
8394,5,MBL007,5,2,1100000
11273,112,MTR0035,5,3,360000
1426,94,MTR0014,5,4,840000
12589,73,MBL0010,4,2,500000
11711,81,MTR001,5,3,330000
864,48,MTR0034,4,3,360000
876,120,MBL0029,5,4,1400000
10527,99,MTR0033,5,3,300000
2877,114,MTR0017,5,3,300000
3293,18,MBL0037,5,3,2550000
5745,100,MBL0032,5,4,3000000
6797,53,MTR0020,5,3,270000
11037,102,MTR0030,5,3,450000
206,31,MBL005,5,3,900000
12214,66,MBL0027,4,2,900000
6927,88,MBL0013,5,2,700000
3968,116,MBL0014,4,2,800000
7150,10,MTR006,4,3,360000
8076,48,MTR0015,5,3,720000
8630,27,MBL0011,5,2,500000
11921,102,MTR0036,4,2,200000
10542,94,MTR0016,5,4,400000
7609,74,MBL0033,5,2,1600000
2533,27,MBL0010,5,2,600000
9133,104,MBL0025,5,2,1500000
156,118,MBL0031,5,3,1350000
11099,2,MBL001,5,4,2200000
8461,118,MBL0035,5,3,1650000
9308,29,MBL0041,4,3,750000
9996,56,MBL0030,5,4,1400000
10444,120,MTR0030,5,3,540000
9416,15,MBL0013,5,2,800000
5940,109,MTR0016,5,4,520000
8391,62,MTR008,5,4,280000
12591,76,MBL0038,5,3,3000000
7860,104,MBL0024,5,2,900000
254,47,MTR006,4,3,330000
9228,81,MTR0021,4,2,200000
6450,119,MTR0038,5,4,680000
5147,48,MTR0022,5,4,560000
433,31,MBL0027,5,2,1300000
4941,28,MBL004,5,3,1200000
12818,110,MTR0010,5,4,1080000
2674,115,MBL009,4,4,2000000
7401,119,MTR0011,5,4,1040000
5312,8,MTR003,5,3,330000
1325,11,MBL006,4,4,1200000
737,17,MBL002,5,3,1350000
5911,79,MTR0035,5,3,270000
138,53,MTR0020,4,3,270000
5000,110,MTR0019,5,4,360000
6177,117,MBL009,5,4,1600000
9334,42,MBL002,5,3,1650000
11548,70,MBL006,5,4,2400000
557,86,MBL0028,5,2,800000
3552,67,MBL003,5,3,900000
4342,93,MBL0012,5,4,1600000
247,49,MTR0029,5,2,360000
209,100,MBL0038,4,3,3150000
6280,88,MBL0023,4,2,900000
11968,115,MTR0036,5,2,260000
13487,100,MBL0037,5,3,1800000
6694,33,MBL0021,5,2,1200000
7373,7,MBL0010,5,2,500000
7400,61,MBL001,4,4,1200000
8184,115,MBL004,5,3,1050000
13521,42,MBL0040,4,2,500000
8199,21,MBL0029,5,4,1600000
6949,22,MBL0039,5,2,2900000
6324,48,MTR0027,5,3,330000
6120,56,MBL0038,5,3,3000000
9616,23,MBL001,5,4,2200000
6483,106,MTR0017,4,3,240000
7715,107,MTR0011,5,4,1040000
708,109,MTR0036,5,2,260000
8960,29,MBL0031,5,3,1500000
450,67,MBL0013,4,2,500000
2102,92,MTR0027,5,3,300000
4549,23,MBL0022,4,4,1600000
3952,117,MTR0039,4,1,150000
11589,49,MTR0034,4,3,390000
4050,68,MBL0014,4,2,700000
13889,117,MTR0024,5,3,300000
5081,69,MBL003,5,3,1800000
7767,86,MBL0024,4,2,1200000
1499,44,MTR0026,5,3,420000
375,104,MBL007,5,2,1200000
7742,69,MBL0035,5,3,2250000
3822,40,MBL0025,5,2,900000
11051,104,MBL002,5,3,1500000
4082,70,MBL002,5,3,1350000
11907,62,MTR0030,5,3,450000
10758,106,MTR003,5,3,420000
9157,24,MBL003,4,3,1650000
13447,114,MTR0016,5,4,520000
1917,80,MTR0018,5,3,240000
4953,69,MBL006,4,4,1400000
5288,58,MBL006,4,4,2200000
10791,65,MBL0012,5,4,1200000
5172,48,MTR0036,4,2,180000
6379,77,MBL003,5,3,1050000
11719,60,MBL0019,4,2,1200000
3835,60,MBL0036,4,4,5000000
8919,79,MTR0013,5,3,690000
5923,75,MBL0034,4,2,1200000
8664,70,MBL0038,4,3,1500000
2481,45,MTR0025,4,4,520000
4320,105,MBL0042,5,4,1600000
4532,100,MBL0042,4,4,1600000
12441,75,MBL0011,4,2,700000
11357,114,MBL0037,5,3,2250000
1941,8,MTR0039,5,1,200000
60,11,MBL0023,5,2,1100000
6175,114,MTR0016,4,4,520000
10069,79,MTR009,4,4,400000
3139,119,MBL0041,5,3,750000
4064,98,MTR0015,4,3,630000
11500,48,MTR0028,5,2,360000
1744,85,MBL0015,4,2,800000
7709,120,MBL0022,5,4,1200000
3692,8,MTR0019,3,4,400000
4874,24,MBL007,5,2,700000
5995,116,MBL0021,5,2,600000
5277,102,MTR009,5,4,280000
2158,76,MBL0042,5,4,1000000
314,116,MTR001,5,3,420000
145,117,MBL005,4,3,900000
2993,94,MTR0033,4,3,300000
8634,51,MTR004,5,3,270000
10859,36,MBL0016,5,3,1500000
10505,85,MBL0035,5,3,1950000
6850,79,MTR0032,5,2,160000
9862,97,MBL0036,5,4,4200000
4234,39,MBL0019,5,2,700000
1883,58,MBL0030,5,4,1200000
6265,1,MTR0021,5,2,220000
2251,75,MBL0018,5,3,900000
4859,88,MBL0010,4,2,700000
11365,69,MBL005,5,3,1050000
3786,77,MBL0039,5,2,2100000
2327,79,MTR0013,5,3,690000
7731,81,MTR001,4,3,330000
4794,115,MBL0038,5,3,2250000
13727,88,MBL0027,5,2,1300000
5281,104,MBL0018,4,3,1500000
5289,17,MBL0039,5,2,1900000
5170,8,MTR0033,5,3,240000
12265,63,MBL0031,5,3,1950000
8328,22,MBL001,5,4,2000000
10643,81,MTR0039,5,1,190000
3906,38,MBL0023,5,2,700000
5475,97,MBL0037,5,3,3150000
8501,119,MTR0035,5,3,270000
5148,116,MTR0011,5,4,1080000
824,119,MTR0020,4,3,360000
1954,104,MBL007,4,2,1200000
285,12,MBL0038,5,3,3300000
1726,59,MBL008,5,3,1650000
4005,32,MTR0032,4,2,200000
3874,31,MBL0024,5,2,1100000
11110,114,MBL0013,5,2,700000
9850,107,MTR0026,4,3,330000
6152,110,MTR0034,5,3,300000
11960,56,MBL001,5,4,2200000
1363,108,MTR0036,5,2,180000
3553,104,MBL0013,5,2,600000
6848,23,MBL0034,5,2,2200000
9116,44,MTR006,4,3,390000
5270,99,MTR0032,5,2,140000
4842,23,MBL003,4,3,900000
9524,77,MBL003,5,3,1050000
6299,14,MBL0036,4,4,3600000
12853,49,MTR0013,5,3,630000
64,113,MTR0024,5,3,480000
8431,120,MTR0036,5,2,260000
3466,114,MTR0038,5,4,680000
11878,6,MTR0023,4,4,400000
12924,120,MTR001,5,3,300000
13498,115,MBL0018,3,3,1350000
13588,102,MTR0031,5,3,210000
10597,113,MBL0016,5,3,1650000
11228,100,MBL0040,4,2,800000
5861,37,MBL004,5,3,1050000
3592,108,MTR0031,5,3,240000
4345,58,MBL0015,5,2,800000
12685,49,MTR0022,4,4,640000
1946,41,MBL0041,5,3,750000
13167,4,MTR0027,5,3,450000
7235,94,MTR0039,5,1,190000
3725,67,MBL0032,5,4,1600000
13130,65,MBL001,4,4,1200000
7472,1,MTR0036,5,2,200000
10802,33,MBL0035,4,3,2550000
2895,108,MTR0020,5,3,240000
7743,107,MTR0019,5,4,320000
7963,56,MBL0015,5,2,500000
5938,35,MBL0041,5,3,1050000
13554,106,MTR0015,5,3,750000
11198,36,MBL004,4,3,1350000
11536,108,MTR0012,5,2,500000
3639,94,MTR0017,4,3,330000
230,70,MBL0024,5,2,1000000
903,116,MTR0019,4,4,480000
7429,26,MBL0042,5,4,1600000
9549,103,MTR0012,5,2,560000
5931,95,MTR0018,4,3,240000
10707,67,MBL0010,5,2,600000
13632,97,MBL0023,5,2,1100000
9304,25,MBL0021,5,2,900000
4264,85,MBL003,5,3,1650000
11451,113,MBL007,4,2,1200000
9426,80,MTR0028,5,2,260000
9328,50,MTR0030,5,3,390000
4984,109,MTR005,5,3,390000
1892,86,MBL0018,5,3,1200000
2971,56,MBL0030,5,4,1400000
6793,18,MBL005,5,3,1050000
8993,25,MBL009,4,4,2000000
7261,93,MBL0027,5,2,800000
9736,43,MTR0037,4,4,720000
6007,23,MBL0016,5,3,1200000
11074,96,MTR0026,4,3,330000
5586,115,MTR0022,5,4,400000
2266,41,MBL0011,5,2,800000
2491,60,MBL0015,5,2,500000
4083,45,MTR0027,4,3,300000
173,116,MBL0039,5,2,1700000
2865,5,MBL003,5,3,1050000
8377,11,MBL0040,5,2,600000
12567,67,MBL0027,5,2,800000
11849,109,MTR0028,5,2,320000
5028,79,MTR008,5,4,400000
3878,26,MBL0041,4,3,1050000
8985,14,MBL008,5,3,1350000
8869,75,MBL0034,4,2,1200000
2058,81,MTR0028,4,2,360000
8900,69,MBL0015,5,2,600000
9352,118,MTR0031,2,3,270000
10780,66,MBL005,5,3,1800000
13340,9,MTR0010,5,4,1040000
8540,39,MBL001,4,4,2400000
8323,117,MBL0041,5,3,1200000
3602,117,MTR0019,5,4,440000
13782,88,MBL004,5,3,1050000
5913,54,MTR006,5,3,390000
11979,68,MBL0018,4,3,1800000
8495,63,MBL001,5,4,2400000
8580,20,MBL0011,5,2,800000
12238,112,MTR0015,4,3,720000
3564,62,MTR0038,5,4,760000
7591,21,MBL0016,5,3,1500000
6622,74,MBL004,5,3,1650000
10793,93,MBL002,5,3,1050000
1202,10,MTR0034,5,3,330000
13634,44,MTR0011,4,4,1080000
13825,113,MBL0011,5,2,800000
8563,115,MBL008,4,3,1650000
6184,30,MBL0038,4,3,3750000
2421,83,MBL0035,5,3,2400000
6556,102,MTR0018,5,3,390000
8866,89,MBL0034,5,2,2500000
9756,83,MBL0010,5,2,600000
4697,43,MTR008,5,4,280000
13315,24,MBL0011,5,2,600000
1147,97,MBL0015,4,2,800000
13615,56,MBL0013,5,2,600000
5319,18,MBL008,4,3,1350000
8080,65,MBL001,4,4,1200000
9995,51,MTR0017,4,3,360000
8929,38,MBL0020,5,2,800000
5636,100,MBL008,4,3,1050000
3898,57,MBL0039,2,2,2300000
11266,24,MBL0042,5,4,1400000
6701,17,MBL0015,5,2,700000
9790,25,MBL0033,5,2,1600000
10941,16,MBL0016,5,3,1800000
8278,82,MBL0024,5,2,1200000
1679,41,MBL009,5,4,1600000
9626,119,MTR009,5,4,320000
13305,31,MBL0036,5,4,5400000
2013,94,MTR0033,5,3,300000
8603,68,MBL0026,4,2,900000
3117,69,MBL0032,5,4,2400000
8829,55,MBL0016,4,3,1050000
13031,29,MBL0017,5,3,1800000
9567,107,MTR0016,5,4,520000
8905,23,MBL003,4,3,900000
4767,35,MBL0042,5,4,1600000
2018,98,MTR003,5,3,450000
6437,116,MTR0020,4,3,300000
5652,70,MBL008,5,3,1500000
7983,104,MBL0031,5,3,1950000
6663,26,MBL005,5,3,1800000
83,114,MTR0014,3,4,880000
6817,31,MBL0015,4,2,500000
9740,10,MTR0030,5,3,540000
782,96,MTR0011,5,4,1160000
2955,119,MBL0033,5,2,800000
910,46,MTR0018,5,3,240000
9363,112,MTR0023,5,4,640000
10318,10,MTR007,5,2,160000
1849,112,MTR0035,5,3,360000
12995,99,MTR0024,4,3,450000
2977,93,MBL0029,5,4,2400000
6421,116,MBL0025,5,2,1300000
12878,77,MBL0018,5,3,1500000
11209,120,MTR0039,5,1,150000
13288,116,MTR0037,5,4,640000
7744,53,MTR0015,5,3,690000
8097,57,MBL0010,5,2,600000
184,116,MTR0038,5,4,800000
13462,56,MBL0010,4,2,600000
7250,89,MBL0033,4,2,800000
5224,111,MTR0026,5,3,360000
5039,96,MTR0030,4,3,450000
2664,31,MBL0032,5,4,2000000
3061,105,MBL0042,5,4,1600000
12558,91,MBL0021,5,2,1100000
4247,37,MBL0036,5,4,5000000
2281,99,MTR0034,4,3,270000
10772,90,MTR0019,5,4,360000
10525,13,MBL0037,5,3,1500000
2996,67,MBL0040,5,2,800000
3461,34,MBL0017,5,3,1800000
3606,114,MTR0033,4,3,300000
12539,5,MBL0034,5,2,1100000
2417,13,MBL0032,5,4,3000000
1448,75,MBL005,4,3,1050000
9052,42,MBL0014,4,2,800000
1077,109,MTR0026,5,3,360000
10245,59,MBL0019,5,2,800000
5293,80,MTR0022,5,4,440000
13104,118,MBL0019,5,2,700000
7016,80,MTR002,5,2,260000
2095,85,MBL0035,5,3,1950000
4858,95,MTR0017,4,3,270000
6695,84,MBL0021,4,2,600000
9412,19,MBL0023,5,2,900000
4435,114,MBL001,5,4,2200000
4503,112,MTR0015,4,3,720000
11393,104,MBL0030,5,4,1800000
3962,34,MBL0010,5,2,600000
5047,57,MBL008,5,3,1200000
3065,71,MBL0042,4,4,1400000
10209,7,MBL009,5,4,1400000
13600,12,MBL0033,5,2,900000
8783,119,MBL0027,5,2,800000
1671,67,MBL0027,4,2,800000
4689,72,MBL003,5,3,900000
2729,95,MTR0030,5,3,390000
10267,1,MTR0028,5,2,320000
7531,62,MTR0021,5,2,200000
5395,88,MBL0041,5,3,900000
4205,21,MBL009,5,4,2200000
8544,110,MTR0020,5,3,240000
8957,79,MTR0035,5,3,270000
2301,40,MBL0030,5,4,2400000
6245,22,MBL0041,5,3,1200000
10909,43,MTR0028,4,2,240000
9569,61,MBL0015,5,2,700000
1607,10,MTR0014,5,4,960000
1939,57,MBL0013,5,2,500000
6023,41,MBL0036,5,4,4000000
9550,72,MBL0041,4,3,900000
7211,120,MBL0033,5,2,800000
2578,74,MBL008,4,3,1200000
10653,25,MBL008,5,3,1800000
10097,77,MBL0040,5,2,700000
7000,116,MBL0029,5,4,2200000
6796,84,MBL0022,4,4,1800000
11609,92,MTR008,4,4,400000
11315,17,MBL0022,5,4,1400000
283,14,MBL0038,5,3,2700000
8614,18,MBL0018,5,3,1800000
2771,71,MBL0014,5,2,800000
226,117,MBL009,5,4,1600000
10431,43,MTR0022,5,4,520000
3523,77,MBL006,5,4,2000000
12835,60,MBL0042,4,4,1000000
5712,78,MTR0034,5,3,270000
12411,75,MBL0025,5,2,1200000
2116,40,MBL004,5,3,1800000
4895,64,MBL0035,5,3,4500000
13439,114,MTR0026,5,3,330000
9166,13,MBL0033,5,2,1500000
13094,105,MBL0023,5,2,900000
8131,70,MBL008,4,3,1500000
8469,50,MTR0012,5,2,580000
562,51,MTR0031,5,3,210000
8348,58,MBL0019,5,2,800000
6947,87,MBL0015,5,2,700000
3578,62,MTR002,5,2,260000
10492,39,MBL0032,5,4,3000000
13786,49,MTR0028,5,2,240000
2001,43,MTR007,5,2,140000
5454,44,MTR001,4,3,360000
13136,73,MBL0020,5,2,1100000
16,106,MTR0027,5,3,420000
13525,83,MBL0034,5,2,2900000
9056,4,MTR008,4,4,360000
5375,91,MBL0033,5,2,1300000
6147,54,MTR0013,4,3,600000
2734,38,MBL0016,5,3,1650000
11492,72,MBL0029,5,4,1800000
1756,47,MTR0031,5,3,240000
8274,44,MTR0020,5,3,360000
5197,114,MTR0021,5,2,220000
4383,102,MTR0011,5,4,1160000
4399,26,MBL0024,4,2,700000
13131,43,MTR0016,4,4,400000
4915,79,MTR0017,5,3,360000
9689,18,MBL0026,4,2,1400000
11191,1,MTR0010,4,4,1120000
10487,45,MTR0024,5,3,450000
3910,101,MBL0018,4,3,1650000
5096,8,MTR0030,5,3,480000
8790,69,MBL0031,4,3,2100000
5990,106,MTR0026,5,3,330000
2111,4,MTR009,5,4,360000
947,120,MBL0024,4,2,800000
5179,95,MTR002,5,2,280000
12735,21,MBL0028,5,2,1100000
6103,46,MTR0025,5,4,520000
9204,116,MTR004,4,3,390000
1364,110,MTR0017,5,3,270000
10166,71,MBL004,5,3,1800000
3284,90,MTR0017,4,3,300000
9904,93,MBL0031,4,3,2400000
10419,65,MBL008,4,3,1050000
10719,41,MBL004,5,3,1350000
8108,115,MTR0037,5,4,640000
2698,83,MBL008,4,3,1650000
2938,76,MBL0026,5,2,1500000
13029,54,MTR0010,5,4,1120000
9277,37,MBL0038,5,3,4350000
6612,115,MBL0023,5,2,900000
6637,107,MTR0012,4,2,520000
13082,30,MBL0021,5,2,800000
9357,29,MBL005,5,3,1200000
3422,113,MTR0017,5,3,270000
12401,22,MBL002,5,3,1800000
3078,24,MBL006,5,4,1200000
9863,90,MTR0015,5,3,630000
9017,17,MBL0015,5,2,700000
2541,56,MBL002,5,3,900000
11472,71,MBL0013,5,2,700000
6162,113,MBL0039,4,2,2300000
9392,83,MBL0041,4,3,1050000
7313,16,MBL0032,3,4,2800000
11354,85,MBL0024,5,2,700000
13601,117,MTR0032,5,2,160000
442,37,MBL0020,5,2,1200000
1033,61,MBL004,5,3,1500000
3580,16,MBL0038,5,3,2250000
4540,118,MBL0035,4,3,1650000
8064,25,MBL0037,5,3,4350000
4960,106,MTR0013,4,3,690000
2449,118,MBL0023,4,2,800000
10729,21,MBL0019,4,2,600000
2354,3,MBL0037,5,3,3900000
7231,37,MBL0032,5,4,3200000
8420,7,MBL0031,5,3,1350000
11632,26,MBL0011,5,2,500000
10466,11,MBL0025,5,2,1100000
8142,28,MBL0014,5,2,500000
2788,10,MTR0035,5,3,360000
11333,16,MBL0041,4,3,1050000
1494,49,MTR004,5,3,330000
1740,46,MTR0036,5,2,220000
13556,72,MBL0019,4,2,1100000
10546,54,MTR005,5,3,390000
3222,23,MBL0013,5,2,500000
1149,33,MBL0023,5,2,900000
8395,40,MBL0027,5,2,1300000
1308,24,MBL007,5,2,700000
5555,21,MBL0031,5,3,2100000
8135,98,MTR009,5,4,280000
12154,96,MTR0035,4,3,360000
12454,40,MBL0026,4,2,1500000
11247,115,MTR0032,5,2,160000
8468,32,MTR0025,5,4,560000
9973,1,MTR0033,4,3,270000
10473,118,MTR004,5,3,330000
4136,117,MTR0031,5,3,210000
12545,89,MBL008,4,3,1350000
10623,79,MTR005,5,3,390000
4036,90,MTR009,4,4,400000
7645,38,MBL0019,5,2,1100000
2492,90,MTR0027,5,3,420000
1331,61,MBL0018,4,3,1650000
5600,41,MBL0041,5,3,750000
2313,102,MTR006,5,3,390000
13675,44,MTR0029,5,2,340000
12433,70,MBL0012,5,4,1000000
3909,115,MTR0016,5,4,480000
4539,47,MTR0033,4,3,300000
5720,83,MBL0016,5,3,1500000
13339,43,MTR0016,5,4,400000
13341,19,MBL0033,5,2,1200000
12073,1,MTR0019,4,4,400000
9005,10,MTR0017,5,3,330000
11429,49,MTR0018,5,3,300000
3858,2,MBL0020,5,2,700000
11929,112,MTR0028,4,2,280000
13884,32,MTR005,5,3,330000
889,32,MTR0029,4,2,340000
13362,89,MBL0021,5,2,1200000
5705,100,MBL0025,5,2,900000
3721,18,MBL0030,4,4,2200000
5230,53,MTR0011,4,4,1120000
9274,50,MTR002,4,2,200000
